Country,Year,PrevalenceHIV,Income,geo,four_regions,eight_regions,six_regions,members_oecd_g77,Latitude,Longitude,UN member since,World bank region,World bank income group 2017,population
Malta,1990,0.06,16596,mlt,europe,europe_west,europe_central_asia,others,35.91667,14.43333,1964-12-01T00:00:00Z,Middle East & North Africa,High income,364000
Malta,1991,0.06,17459,mlt,europe,europe_west,europe_central_asia,others,35.91667,14.43333,1964-12-01T00:00:00Z,Middle East & North Africa,High income,368000
Malta,1992,0.06,18100,mlt,europe,europe_west,europe_central_asia,others,35.91667,14.43333,1964-12-01T00:00:00Z,Middle East & North Africa,High income,371000
Malta,1993,0.06,18732,mlt,europe,europe_west,europe_central_asia,others,35.91667,14.43333,1964-12-01T00:00:00Z,Middle East & North Africa,High income,374000
Malta,1994,0.1,19616,mlt,europe,europe_west,europe_central_asia,others,35.91667,14.43333,1964-12-01T00:00:00Z,Middle East & North Africa,High income,377000
Malta,1995,0.1,20720,mlt,europe,europe_west,europe_central_asia,others,35.91667,14.43333,1964-12-01T00:00:00Z,Middle East & North Africa,High income,380000
Malta,1996,0.1,21373,mlt,europe,europe_west,europe_central_asia,others,35.91667,14.43333,1964-12-01T00:00:00Z,Middle East & North Africa,High income,384000
Malta,1997,0.1,22344,mlt,europe,europe_west,europe_central_asia,others,35.91667,14.43333,1964-12-01T00:00:00Z,Middle East & North Africa,High income,387000
Malta,1998,0.1,23347,mlt,europe,europe_west,europe_central_asia,others,35.91667,14.43333,1964-12-01T00:00:00Z,Middle East & North Africa,High income,391000
Malta,1999,0.1,24330,mlt,europe,europe_west,europe_central_asia,others,35.91667,14.43333,1964-12-01T00:00:00Z,Middle East & North Africa,High income,394000
Malta,2000,0.1,25841,mlt,europe,europe_west,europe_central_asia,others,35.91667,14.43333,1964-12-01T00:00:00Z,Middle East & North Africa,High income,397000
Malta,2001,0.1,24685,mlt,europe,europe_west,europe_central_asia,others,35.91667,14.43333,1964-12-01T00:00:00Z,Middle East & North Africa,High income,399000
Malta,2002,0.1,25191,mlt,europe,europe_west,europe_central_asia,others,35.91667,14.43333,1964-12-01T00:00:00Z,Middle East & North Africa,High income,401000
Malta,2003,0.1,25059,mlt,europe,europe_west,europe_central_asia,others,35.91667,14.43333,1964-12-01T00:00:00Z,Middle East & North Africa,High income,403000
Malta,2004,0.1,24766,mlt,europe,europe_west,europe_central_asia,others,35.91667,14.43333,1964-12-01T00:00:00Z,Middle East & North Africa,High income,405000
Malta,2005,0.1,25510,mlt,europe,europe_west,europe_central_asia,others,35.91667,14.43333,1964-12-01T00:00:00Z,Middle East & North Africa,High income,407000
Malta,2006,0.1,25983,mlt,europe,europe_west,europe_central_asia,others,35.91667,14.43333,1964-12-01T00:00:00Z,Middle East & North Africa,High income,409000
Malta,2007,0.1,27001,mlt,europe,europe_west,europe_central_asia,others,35.91667,14.43333,1964-12-01T00:00:00Z,Middle East & North Africa,High income,410000
Malta,2008,0.1,27872,mlt,europe,europe_west,europe_central_asia,others,35.91667,14.43333,1964-12-01T00:00:00Z,Middle East & North Africa,High income,412000
Malta,2009,0.1,26888,mlt,europe,europe_west,europe_central_asia,others,35.91667,14.43333,1964-12-01T00:00:00Z,Middle East & North Africa,High income,414000
Malta,2010,0.1,27906,mlt,europe,europe_west,europe_central_asia,others,35.91667,14.43333,1964-12-01T00:00:00Z,Middle East & North Africa,High income,416000
Malta,2011,0.1,28178,mlt,europe,europe_west,europe_central_asia,others,35.91667,14.43333,1964-12-01T00:00:00Z,Middle East & North Africa,High income,418000
Marshall Islands,1990,NA,2950,mhl,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,1991-09-17T00:00:00Z,East Asia & Pacific,Upper middle income,47300
Marshall Islands,1991,NA,2881,mhl,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,1991-09-17T00:00:00Z,East Asia & Pacific,Upper middle income,48500
Marshall Islands,1992,NA,3030,mhl,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,1991-09-17T00:00:00Z,East Asia & Pacific,Upper middle income,49400
Marshall Islands,1993,NA,3169,mhl,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,1991-09-17T00:00:00Z,East Asia & Pacific,Upper middle income,50000
Marshall Islands,1994,NA,3321,mhl,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,1991-09-17T00:00:00Z,East Asia & Pacific,Upper middle income,50600
Marshall Islands,1995,NA,3562,mhl,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,1991-09-17T00:00:00Z,East Asia & Pacific,Upper middle income,51000
Marshall Islands,1996,NA,3172,mhl,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,1991-09-17T00:00:00Z,East Asia & Pacific,Upper middle income,51400
Marshall Islands,1997,NA,2950,mhl,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,1991-09-17T00:00:00Z,East Asia & Pacific,Upper middle income,51700
Marshall Islands,1998,NA,2854,mhl,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,1991-09-17T00:00:00Z,East Asia & Pacific,Upper middle income,51900
Marshall Islands,1999,NA,2777,mhl,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,1991-09-17T00:00:00Z,East Asia & Pacific,Upper middle income,52100
Marshall Islands,2000,NA,2936,mhl,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,1991-09-17T00:00:00Z,East Asia & Pacific,Upper middle income,52200
Marshall Islands,2001,NA,3092,mhl,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,1991-09-17T00:00:00Z,East Asia & Pacific,Upper middle income,52200
Marshall Islands,2002,NA,3174,mhl,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,1991-09-17T00:00:00Z,East Asia & Pacific,Upper middle income,52200
Marshall Islands,2003,NA,3183,mhl,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,1991-09-17T00:00:00Z,East Asia & Pacific,Upper middle income,52100
Marshall Islands,2004,NA,3183,mhl,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,1991-09-17T00:00:00Z,East Asia & Pacific,Upper middle income,52100
Marshall Islands,2005,NA,3272,mhl,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,1991-09-17T00:00:00Z,East Asia & Pacific,Upper middle income,52100
Marshall Islands,2006,NA,3333,mhl,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,1991-09-17T00:00:00Z,East Asia & Pacific,Upper middle income,52100
Marshall Islands,2007,NA,3454,mhl,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,1991-09-17T00:00:00Z,East Asia & Pacific,Upper middle income,52100
Marshall Islands,2008,NA,3378,mhl,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,1991-09-17T00:00:00Z,East Asia & Pacific,Upper middle income,52200
Marshall Islands,2009,NA,3316,mhl,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,1991-09-17T00:00:00Z,East Asia & Pacific,Upper middle income,52300
Marshall Islands,2010,NA,3514,mhl,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,1991-09-17T00:00:00Z,East Asia & Pacific,Upper middle income,52400
Marshall Islands,2011,NA,3510,mhl,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,1991-09-17T00:00:00Z,East Asia & Pacific,Upper middle income,52500
Mauritania,1990,0.2,2800,mrt,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,1961-10-27T00:00:00Z,Sub-Saharan Africa,Lower middle income,2030000
Mauritania,1991,0.2,2772,mrt,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,1961-10-27T00:00:00Z,Sub-Saharan Africa,Lower middle income,2090000
Mauritania,1992,0.2,2745,mrt,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,1961-10-27T00:00:00Z,Sub-Saharan Africa,Lower middle income,2140000
Mauritania,1993,0.3,2824,mrt,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,1961-10-27T00:00:00Z,Sub-Saharan Africa,Lower middle income,2200000
Mauritania,1994,0.3,2660,mrt,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,1961-10-27T00:00:00Z,Sub-Saharan Africa,Lower middle income,2260000
Mauritania,1995,0.4,2838,mrt,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,1961-10-27T00:00:00Z,Sub-Saharan Africa,Lower middle income,2330000
Mauritania,1996,0.4,2916,mrt,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,1961-10-27T00:00:00Z,Sub-Saharan Africa,Lower middle income,2400000
Mauritania,1997,0.5,2717,mrt,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,1961-10-27T00:00:00Z,Sub-Saharan Africa,Lower middle income,2470000
Mauritania,1998,0.5,2711,mrt,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,1961-10-27T00:00:00Z,Sub-Saharan Africa,Lower middle income,2550000
Mauritania,1999,0.5,2834,mrt,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,1961-10-27T00:00:00Z,Sub-Saharan Africa,Lower middle income,2630000
Mauritania,2000,0.6,2738,mrt,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,1961-10-27T00:00:00Z,Sub-Saharan Africa,Lower middle income,2710000
Mauritania,2001,0.6,2709,mrt,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,1961-10-27T00:00:00Z,Sub-Saharan Africa,Lower middle income,2790000
Mauritania,2002,0.6,2646,mrt,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,1961-10-27T00:00:00Z,Sub-Saharan Africa,Lower middle income,2870000
Mauritania,2003,0.7,2721,mrt,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,1961-10-27T00:00:00Z,Sub-Saharan Africa,Lower middle income,2960000
Mauritania,2004,0.7,2792,mrt,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,1961-10-27T00:00:00Z,Sub-Saharan Africa,Lower middle income,3040000
Mauritania,2005,0.7,2955,mrt,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,1961-10-27T00:00:00Z,Sub-Saharan Africa,Lower middle income,3130000
Mauritania,2006,0.7,3413,mrt,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,1961-10-27T00:00:00Z,Sub-Saharan Africa,Lower middle income,3220000
Mauritania,2007,0.7,3412,mrt,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,1961-10-27T00:00:00Z,Sub-Saharan Africa,Lower middle income,3310000
Mauritania,2008,0.7,3356,mrt,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,1961-10-27T00:00:00Z,Sub-Saharan Africa,Lower middle income,3410000
Mauritania,2009,1,3233,mrt,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,1961-10-27T00:00:00Z,Sub-Saharan Africa,Lower middle income,3510000
Mauritania,2010,1.1,3299,mrt,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,1961-10-27T00:00:00Z,Sub-Saharan Africa,Lower middle income,3610000
Mauritania,2011,1.1,3357,mrt,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,1961-10-27T00:00:00Z,Sub-Saharan Africa,Lower middle income,3720000
Mauritius,1990,0.06,7568,mus,africa,africa_sub_saharan,sub_saharan_africa,g77,-20.3,57.58333,1968-04-24T00:00:00Z,Sub-Saharan Africa,Upper middle income,1060000
Mauritius,1991,0.1,7819,mus,africa,africa_sub_saharan,sub_saharan_africa,g77,-20.3,57.58333,1968-04-24T00:00:00Z,Sub-Saharan Africa,Upper middle income,1070000
Mauritius,1992,0.1,8219,mus,africa,africa_sub_saharan,sub_saharan_africa,g77,-20.3,57.58333,1968-04-24T00:00:00Z,Sub-Saharan Africa,Upper middle income,1080000
Mauritius,1993,0.1,8535,mus,africa,africa_sub_saharan,sub_saharan_africa,g77,-20.3,57.58333,1968-04-24T00:00:00Z,Sub-Saharan Africa,Upper middle income,1100000
Mauritius,1994,0.1,8764,mus,africa,africa_sub_saharan,sub_saharan_africa,g77,-20.3,57.58333,1968-04-24T00:00:00Z,Sub-Saharan Africa,Upper middle income,1110000
Mauritius,1995,0.1,9062,mus,africa,africa_sub_saharan,sub_saharan_africa,g77,-20.3,57.58333,1968-04-24T00:00:00Z,Sub-Saharan Africa,Upper middle income,1130000
Mauritius,1996,0.1,9471,mus,africa,africa_sub_saharan,sub_saharan_africa,g77,-20.3,57.58333,1968-04-24T00:00:00Z,Sub-Saharan Africa,Upper middle income,1140000
Mauritius,1997,0.2,9885,mus,africa,africa_sub_saharan,sub_saharan_africa,g77,-20.3,57.58333,1968-04-24T00:00:00Z,Sub-Saharan Africa,Upper middle income,1150000
Mauritius,1998,0.2,10375,mus,africa,africa_sub_saharan,sub_saharan_africa,g77,-20.3,57.58333,1968-04-24T00:00:00Z,Sub-Saharan Africa,Upper middle income,1170000
Mauritius,1999,0.3,10512,mus,africa,africa_sub_saharan,sub_saharan_africa,g77,-20.3,57.58333,1968-04-24T00:00:00Z,Sub-Saharan Africa,Upper middle income,1180000
Mauritius,2000,0.3,11349,mus,africa,africa_sub_saharan,sub_saharan_africa,g77,-20.3,57.58333,1968-04-24T00:00:00Z,Sub-Saharan Africa,Upper middle income,1190000
Mauritius,2001,0.4,11549,mus,africa,africa_sub_saharan,sub_saharan_africa,g77,-20.3,57.58333,1968-04-24T00:00:00Z,Sub-Saharan Africa,Upper middle income,1190000
Mauritius,2002,0.4,11711,mus,africa,africa_sub_saharan,sub_saharan_africa,g77,-20.3,57.58333,1968-04-24T00:00:00Z,Sub-Saharan Africa,Upper middle income,1200000
Mauritius,2003,0.5,12052,mus,africa,africa_sub_saharan,sub_saharan_africa,g77,-20.3,57.58333,1968-04-24T00:00:00Z,Sub-Saharan Africa,Upper middle income,1210000
Mauritius,2004,0.6,12665,mus,africa,africa_sub_saharan,sub_saharan_africa,g77,-20.3,57.58333,1968-04-24T00:00:00Z,Sub-Saharan Africa,Upper middle income,1220000
Mauritius,2005,0.7,12747,mus,africa,africa_sub_saharan,sub_saharan_africa,g77,-20.3,57.58333,1968-04-24T00:00:00Z,Sub-Saharan Africa,Upper middle income,1220000
Mauritius,2006,0.7,13188,mus,africa,africa_sub_saharan,sub_saharan_africa,g77,-20.3,57.58333,1968-04-24T00:00:00Z,Sub-Saharan Africa,Upper middle income,1230000
Mauritius,2007,0.8,13901,mus,africa,africa_sub_saharan,sub_saharan_africa,g77,-20.3,57.58333,1968-04-24T00:00:00Z,Sub-Saharan Africa,Upper middle income,1230000
Mauritius,2008,0.9,14615,mus,africa,africa_sub_saharan,sub_saharan_africa,g77,-20.3,57.58333,1968-04-24T00:00:00Z,Sub-Saharan Africa,Upper middle income,1240000
Mauritius,2009,1,15020,mus,africa,africa_sub_saharan,sub_saharan_africa,g77,-20.3,57.58333,1968-04-24T00:00:00Z,Sub-Saharan Africa,Upper middle income,1240000
Mauritius,2010,1,15599,mus,africa,africa_sub_saharan,sub_saharan_africa,g77,-20.3,57.58333,1968-04-24T00:00:00Z,Sub-Saharan Africa,Upper middle income,1250000
Mauritius,2011,1,16179,mus,africa,africa_sub_saharan,sub_saharan_africa,g77,-20.3,57.58333,1968-04-24T00:00:00Z,Sub-Saharan Africa,Upper middle income,1250000
Mexico,1990,0.4,12479,mex,americas,america_north,america,oecd,19.42847,-99.12766,1945-11-07T00:00:00Z,Latin America & Caribbean,Upper middle income,85400000
Mexico,1991,0.4,12738,mex,americas,america_north,america,oecd,19.42847,-99.12766,1945-11-07T00:00:00Z,Latin America & Caribbean,Upper middle income,87100000
Mexico,1992,0.4,12925,mex,americas,america_north,america,oecd,19.42847,-99.12766,1945-11-07T00:00:00Z,Latin America & Caribbean,Upper middle income,88800000
Mexico,1993,0.4,13172,mex,americas,america_north,america,oecd,19.42847,-99.12766,1945-11-07T00:00:00Z,Latin America & Caribbean,Upper middle income,90600000
Mexico,1994,0.3,13516,mex,americas,america_north,america,oecd,19.42847,-99.12766,1945-11-07T00:00:00Z,Latin America & Caribbean,Upper middle income,92300000
Mexico,1995,0.3,12491,mex,americas,america_north,america,oecd,19.42847,-99.12766,1945-11-07T00:00:00Z,Latin America & Caribbean,Upper middle income,94000000
Mexico,1996,0.3,12979,mex,americas,america_north,america,oecd,19.42847,-99.12766,1945-11-07T00:00:00Z,Latin America & Caribbean,Upper middle income,95700000
Mexico,1997,0.3,13634,mex,americas,america_north,america,oecd,19.42847,-99.12766,1945-11-07T00:00:00Z,Latin America & Caribbean,Upper middle income,97300000
Mexico,1998,0.3,14033,mex,americas,america_north,america,oecd,19.42847,-99.12766,1945-11-07T00:00:00Z,Latin America & Caribbean,Upper middle income,98800000
Mexico,1999,0.3,14177,mex,americas,america_north,america,oecd,19.42847,-99.12766,1945-11-07T00:00:00Z,Latin America & Caribbean,Upper middle income,100000000
Mexico,2000,0.3,14704,mex,americas,america_north,america,oecd,19.42847,-99.12766,1945-11-07T00:00:00Z,Latin America & Caribbean,Upper middle income,102000000
Mexico,2001,0.3,14411,mex,americas,america_north,america,oecd,19.42847,-99.12766,1945-11-07T00:00:00Z,Latin America & Caribbean,Upper middle income,103000000
Mexico,2002,0.3,14243,mex,americas,america_north,america,oecd,19.42847,-99.12766,1945-11-07T00:00:00Z,Latin America & Caribbean,Upper middle income,104000000
Mexico,2003,0.3,14268,mex,americas,america_north,america,oecd,19.42847,-99.12766,1945-11-07T00:00:00Z,Latin America & Caribbean,Upper middle income,106000000
Mexico,2004,0.3,14700,mex,americas,america_north,america,oecd,19.42847,-99.12766,1945-11-07T00:00:00Z,Latin America & Caribbean,Upper middle income,107000000
Mexico,2005,0.3,14961,mex,americas,america_north,america,oecd,19.42847,-99.12766,1945-11-07T00:00:00Z,Latin America & Caribbean,Upper middle income,108000000
Mexico,2006,0.3,15516,mex,americas,america_north,america,oecd,19.42847,-99.12766,1945-11-07T00:00:00Z,Latin America & Caribbean,Upper middle income,110000000
Mexico,2007,0.3,15805,mex,americas,america_north,america,oecd,19.42847,-99.12766,1945-11-07T00:00:00Z,Latin America & Caribbean,Upper middle income,112000000
Mexico,2008,0.3,15826,mex,americas,america_north,america,oecd,19.42847,-99.12766,1945-11-07T00:00:00Z,Latin America & Caribbean,Upper middle income,114000000
Mexico,2009,0.2,14893,mex,americas,america_north,america,oecd,19.42847,-99.12766,1945-11-07T00:00:00Z,Latin America & Caribbean,Upper middle income,116000000
Mexico,2010,0.2,15460,mex,americas,america_north,america,oecd,19.42847,-99.12766,1945-11-07T00:00:00Z,Latin America & Caribbean,Upper middle income,117000000
Mexico,2011,0.2,15887,mex,americas,america_north,america,oecd,19.42847,-99.12766,1945-11-07T00:00:00Z,Latin America & Caribbean,Upper middle income,119000000
"Micronesia, Fed. Sts.",1990,NA,2763,fsm,asia,east_asia_pacific,east_asia_pacific,g77,6.924,158.162,1991-09-17T00:00:00Z,East Asia & Pacific,Lower middle income,96300
"Micronesia, Fed. Sts.",1991,NA,2894,fsm,asia,east_asia_pacific,east_asia_pacific,g77,6.924,158.162,1991-09-17T00:00:00Z,East Asia & Pacific,Lower middle income,98800
"Micronesia, Fed. Sts.",1992,NA,2933,fsm,asia,east_asia_pacific,east_asia_pacific,g77,6.924,158.162,1991-09-17T00:00:00Z,East Asia & Pacific,Lower middle income,101000
"Micronesia, Fed. Sts.",1993,NA,3094,fsm,asia,east_asia_pacific,east_asia_pacific,g77,6.924,158.162,1991-09-17T00:00:00Z,East Asia & Pacific,Lower middle income,104000
"Micronesia, Fed. Sts.",1994,NA,3016,fsm,asia,east_asia_pacific,east_asia_pacific,g77,6.924,158.162,1991-09-17T00:00:00Z,East Asia & Pacific,Lower middle income,106000
"Micronesia, Fed. Sts.",1995,NA,3185,fsm,asia,east_asia_pacific,east_asia_pacific,g77,6.924,158.162,1991-09-17T00:00:00Z,East Asia & Pacific,Lower middle income,108000
"Micronesia, Fed. Sts.",1996,NA,3063,fsm,asia,east_asia_pacific,east_asia_pacific,g77,6.924,158.162,1991-09-17T00:00:00Z,East Asia & Pacific,Lower middle income,108000
"Micronesia, Fed. Sts.",1997,NA,2873,fsm,asia,east_asia_pacific,east_asia_pacific,g77,6.924,158.162,1991-09-17T00:00:00Z,East Asia & Pacific,Lower middle income,109000
"Micronesia, Fed. Sts.",1998,NA,2966,fsm,asia,east_asia_pacific,east_asia_pacific,g77,6.924,158.162,1991-09-17T00:00:00Z,East Asia & Pacific,Lower middle income,108000
"Micronesia, Fed. Sts.",1999,NA,3018,fsm,asia,east_asia_pacific,east_asia_pacific,g77,6.924,158.162,1991-09-17T00:00:00Z,East Asia & Pacific,Lower middle income,108000
"Micronesia, Fed. Sts.",2000,NA,3167,fsm,asia,east_asia_pacific,east_asia_pacific,g77,6.924,158.162,1991-09-17T00:00:00Z,East Asia & Pacific,Lower middle income,107000
"Micronesia, Fed. Sts.",2001,NA,3230,fsm,asia,east_asia_pacific,east_asia_pacific,g77,6.924,158.162,1991-09-17T00:00:00Z,East Asia & Pacific,Lower middle income,107000
"Micronesia, Fed. Sts.",2002,NA,3256,fsm,asia,east_asia_pacific,east_asia_pacific,g77,6.924,158.162,1991-09-17T00:00:00Z,East Asia & Pacific,Lower middle income,107000
"Micronesia, Fed. Sts.",2003,NA,3320,fsm,asia,east_asia_pacific,east_asia_pacific,g77,6.924,158.162,1991-09-17T00:00:00Z,East Asia & Pacific,Lower middle income,107000
"Micronesia, Fed. Sts.",2004,NA,3220,fsm,asia,east_asia_pacific,east_asia_pacific,g77,6.924,158.162,1991-09-17T00:00:00Z,East Asia & Pacific,Lower middle income,107000
"Micronesia, Fed. Sts.",2005,NA,3301,fsm,asia,east_asia_pacific,east_asia_pacific,g77,6.924,158.162,1991-09-17T00:00:00Z,East Asia & Pacific,Lower middle income,106000
"Micronesia, Fed. Sts.",2006,NA,3312,fsm,asia,east_asia_pacific,east_asia_pacific,g77,6.924,158.162,1991-09-17T00:00:00Z,East Asia & Pacific,Lower middle income,106000
"Micronesia, Fed. Sts.",2007,NA,3262,fsm,asia,east_asia_pacific,east_asia_pacific,g77,6.924,158.162,1991-09-17T00:00:00Z,East Asia & Pacific,Lower middle income,105000
"Micronesia, Fed. Sts.",2008,NA,3197,fsm,asia,east_asia_pacific,east_asia_pacific,g77,6.924,158.162,1991-09-17T00:00:00Z,East Asia & Pacific,Lower middle income,104000
"Micronesia, Fed. Sts.",2009,NA,3243,fsm,asia,east_asia_pacific,east_asia_pacific,g77,6.924,158.162,1991-09-17T00:00:00Z,East Asia & Pacific,Lower middle income,104000
"Micronesia, Fed. Sts.",2010,NA,3337,fsm,asia,east_asia_pacific,east_asia_pacific,g77,6.924,158.162,1991-09-17T00:00:00Z,East Asia & Pacific,Lower middle income,104000
"Micronesia, Fed. Sts.",2011,NA,3412,fsm,asia,east_asia_pacific,east_asia_pacific,g77,6.924,158.162,1991-09-17T00:00:00Z,East Asia & Pacific,Lower middle income,103000
Moldova,1990,0.06,6440,mda,europe,europe_east,europe_central_asia,others,47.25,28.58333,1992-03-02T00:00:00Z,Europe & Central Asia,Lower middle income,4360000
Moldova,1991,0.1,5395,mda,europe,europe_east,europe_central_asia,others,47.25,28.58333,1992-03-02T00:00:00Z,Europe & Central Asia,Lower middle income,4370000
Moldova,1992,0.1,3822,mda,europe,europe_east,europe_central_asia,others,47.25,28.58333,1992-03-02T00:00:00Z,Europe & Central Asia,Lower middle income,4380000
Moldova,1993,0.1,3780,mda,europe,europe_east,europe_central_asia,others,47.25,28.58333,1992-03-02T00:00:00Z,Europe & Central Asia,Lower middle income,4370000
Moldova,1994,0.1,2620,mda,europe,europe_east,europe_central_asia,others,47.25,28.58333,1992-03-02T00:00:00Z,Europe & Central Asia,Lower middle income,4360000
Moldova,1995,0.1,2596,mda,europe,europe_east,europe_central_asia,others,47.25,28.58333,1992-03-02T00:00:00Z,Europe & Central Asia,Lower middle income,4340000
Moldova,1996,0.2,2466,mda,europe,europe_east,europe_central_asia,others,47.25,28.58333,1992-03-02T00:00:00Z,Europe & Central Asia,Lower middle income,4310000
Moldova,1997,0.3,2515,mda,europe,europe_east,europe_central_asia,others,47.25,28.58333,1992-03-02T00:00:00Z,Europe & Central Asia,Lower middle income,4280000
Moldova,1998,0.3,2353,mda,europe,europe_east,europe_central_asia,others,47.25,28.58333,1992-03-02T00:00:00Z,Europe & Central Asia,Lower middle income,4250000
Moldova,1999,0.4,2276,mda,europe,europe_east,europe_central_asia,others,47.25,28.58333,1992-03-02T00:00:00Z,Europe & Central Asia,Lower middle income,4220000
Moldova,2000,0.4,2329,mda,europe,europe_east,europe_central_asia,others,47.25,28.58333,1992-03-02T00:00:00Z,Europe & Central Asia,Lower middle income,4200000
Moldova,2001,0.4,2476,mda,europe,europe_east,europe_central_asia,others,47.25,28.58333,1992-03-02T00:00:00Z,Europe & Central Asia,Lower middle income,4190000
Moldova,2002,0.4,2676,mda,europe,europe_east,europe_central_asia,others,47.25,28.58333,1992-03-02T00:00:00Z,Europe & Central Asia,Lower middle income,4180000
Moldova,2003,0.4,2860,mda,europe,europe_east,europe_central_asia,others,47.25,28.58333,1992-03-02T00:00:00Z,Europe & Central Asia,Lower middle income,4170000
Moldova,2004,0.4,3080,mda,europe,europe_east,europe_central_asia,others,47.25,28.58333,1992-03-02T00:00:00Z,Europe & Central Asia,Lower middle income,4170000
Moldova,2005,0.4,3318,mda,europe,europe_east,europe_central_asia,others,47.25,28.58333,1992-03-02T00:00:00Z,Europe & Central Asia,Lower middle income,4160000
Moldova,2006,0.4,3487,mda,europe,europe_east,europe_central_asia,others,47.25,28.58333,1992-03-02T00:00:00Z,Europe & Central Asia,Lower middle income,4140000
Moldova,2007,0.4,3603,mda,europe,europe_east,europe_central_asia,others,47.25,28.58333,1992-03-02T00:00:00Z,Europe & Central Asia,Lower middle income,4130000
Moldova,2008,0.4,3890,mda,europe,europe_east,europe_central_asia,others,47.25,28.58333,1992-03-02T00:00:00Z,Europe & Central Asia,Lower middle income,4110000
Moldova,2009,0.5,3661,mda,europe,europe_east,europe_central_asia,others,47.25,28.58333,1992-03-02T00:00:00Z,Europe & Central Asia,Lower middle income,4100000
Moldova,2010,0.5,3925,mda,europe,europe_east,europe_central_asia,others,47.25,28.58333,1992-03-02T00:00:00Z,Europe & Central Asia,Lower middle income,4080000
Moldova,2011,0.5,4179,mda,europe,europe_east,europe_central_asia,others,47.25,28.58333,1992-03-02T00:00:00Z,Europe & Central Asia,Lower middle income,4080000
Monaco,1990,NA,43173,mco,europe,europe_west,europe_central_asia,others,43.73333,7.41667,1993-05-28T00:00:00Z,Europe & Central Asia,High income,29400
Monaco,1991,NA,43365,mco,europe,europe_west,europe_central_asia,others,43.73333,7.41667,1993-05-28T00:00:00Z,Europe & Central Asia,High income,29600
Monaco,1992,NA,43703,mco,europe,europe_west,europe_central_asia,others,43.73333,7.41667,1993-05-28T00:00:00Z,Europe & Central Asia,High income,29900
Monaco,1993,NA,43063,mco,europe,europe_west,europe_central_asia,others,43.73333,7.41667,1993-05-28T00:00:00Z,Europe & Central Asia,High income,30100
Monaco,1994,NA,43791,mco,europe,europe_west,europe_central_asia,others,43.73333,7.41667,1993-05-28T00:00:00Z,Europe & Central Asia,High income,30400
Monaco,1995,NA,44514,mco,europe,europe_west,europe_central_asia,others,43.73333,7.41667,1993-05-28T00:00:00Z,Europe & Central Asia,High income,30700
Monaco,1996,NA,44836,mco,europe,europe_west,europe_central_asia,others,43.73333,7.41667,1993-05-28T00:00:00Z,Europe & Central Asia,High income,31000
